"Trial.Number","Random_ID","Mood","Anxiety","fdbk","SubjPE","PE","Certainty_Rating","m_hist","Prediction","pilot_nr","pilot_details"
33,"SUPPRF71510",51,0,96,63,16,83,80,33,"Pilot 6","Pilot 6: feedback + text"
34,"SUPPRF71510",51,0,49,11,12,89,37,38,"Pilot 6","Pilot 6: feedback + text"
35,"SUPPRF71510",51,0,56,17,-15,81,71,39,"Pilot 6","Pilot 6: feedback + text"
36,"SUPPRF71510",52,0,28,-37,-1,91,29,65,"Pilot 6","Pilot 6: feedback + text"
37,"SUPPRF71510",51,0,55,17,1,87,54,38,"Pilot 6","Pilot 6: feedback + text"
38,"SUPPRF71510",50,0,81,14,1,95,80,67,"Pilot 6","Pilot 6: feedback + text"
39,"SUPPRF71510",51,0,19,-40,-1,88,20,59,"Pilot 6","Pilot 6: feedback + text"
40,"SUPPRF71510",50,0,29,-5,0,72,29,34,"Pilot 6","Pilot 6: feedback + text"
41,"SUPPRF71510",49,0,24,-16,-13,90,37,40,"Pilot 6","Pilot 6: feedback + text"
42,"SUPPRF71510",51,0,33,-38,-13,94,46,71,"Pilot 6","Pilot 6: feedback + text"
43,"SUPPRF71510",50,0,15,-25,-14,79,29,40,"Pilot 6","Pilot 6: feedback + text"
44,"SUPPRF71510",50,0,71,3,0,94,71,68,"Pilot 6","Pilot 6: feedback + text"
45,"SUPPRF71510",51,0,77,35,14,83,63,42,"Pilot 6","Pilot 6: feedback + text"
46,"SUPPRF71510",50,0,35,-18,15,85,20,53,"Pilot 6","Pilot 6: feedback + text"
47,"SUPPRF71510",50,0,68,26,-12,85,80,42,"Pilot 6","Pilot 6: feedback + text"
48,"SUPPRF71510",52,0,20,-22,0,86,20,42,"Pilot 6","Pilot 6: feedback + text"
1,"SUPPRF43420",64,37,65,34,19,74,46,31,"Pilot 6","Pilot 6: feedback + text"
2,"SUPPRF43420",64,40,48,15,19,60,29,33,"Pilot 6","Pilot 6: feedback + text"
3,"SUPPRF43420",62,43,66,11,12,48,54,55,"Pilot 6","Pilot 6: feedback + text"
4,"SUPPRF43420",56,45,15,-25,-14,68,29,40,"Pilot 6","Pilot 6: feedback + text"
5,"SUPPRF43420",63,41,78,27,15,39,63,51,"Pilot 6","Pilot 6: feedback + text"
6,"SUPPRF43420",57,43,16,-16,-13,58,29,32,"Pilot 6","Pilot 6: feedback + text"
7,"SUPPRF43420",55,44,41,-15,-13,59,54,56,"Pilot 6","Pilot 6: feedback + text"
8,"SUPPRF43420",60,35,68,13,14,40,54,55,"Pilot 6","Pilot 6: feedback + text"
9,"SUPPRF43420",57,41,55,-11,-16,52,71,66,"Pilot 6","Pilot 6: feedback + text"
10,"SUPPRF43420",76,34,97,26,17,49,80,71,"Pilot 6","Pilot 6: feedback + text"
11,"SUPPRF43420",62,32,28,-4,-1,44,29,32,"Pilot 6","Pilot 6: feedback + text"
12,"SUPPRF43420",57,42,24,-13,-13,46,37,37,"Pilot 6","Pilot 6: feedback + text"
13,"SUPPRF43420",66,34,71,22,0,37,71,49,"Pilot 6","Pilot 6: feedback + text"
14,"SUPPRF43420",64,36,55,-3,1,65,54,58,"Pilot 6","Pilot 6: feedback + text"
15,"SUPPRF43420",63,37,96,16,16,67,80,80,"Pilot 6","Pilot 6: feedback + text"
16,"SUPPRF43420",64,33,77,47,14,61,63,30,"Pilot 6","Pilot 6: feedback + text"
17,"SUPPRF43420",58,40,50,-13,-13,43,63,63,"Pilot 6","Pilot 6: feedback + text"
18,"SUPPRF43420",55,41,54,2,0,43,54,52,"Pilot 6","Pilot 6: feedback + text"
19,"SUPPRF43420",60,37,51,2,14,28,37,49,"Pilot 6","Pilot 6: feedback + text"
20,"SUPPRF43420",59,36,49,15,12,54,37,34,"Pilot 6","Pilot 6: feedback + text"
21,"SUPPRF43420",63,38,35,14,15,60,20,21,"Pilot 6","Pilot 6: feedback + text"
22,"SUPPRF43420",63,37,22,-2,-15,64,37,24,"Pilot 6","Pilot 6: feedback + text"
23,"SUPPRF43420",58,39,56,-12,-15,55,71,68,"Pilot 6","Pilot 6: feedback + text"
24,"SUPPRF43420",60,41,19,4,-1,59,20,15,"Pilot 6","Pilot 6: feedback + text"
25,"SUPPRF43420",61,39,83,13,12,59,71,70,"Pilot 6","Pilot 6: feedback + text"
26,"SUPPRF43420",61,39,34,-9,-12,36,46,43,"Pilot 6","Pilot 6: feedback + text"
27,"SUPPRF43420",61,36,80,-2,0,62,80,82,"Pilot 6","Pilot 6: feedback + text"
28,"SUPPRF43420",58,42,47,-14,-16,53,63,61,"Pilot 6","Pilot 6: feedback + text"
29,"SUPPRF43420",57,41,8,-6,-12,64,20,14,"Pilot 6","Pilot 6: feedback + text"
30,"SUPPRF43420",58,40,46,13,17,56,29,33,"Pilot 6","Pilot 6: feedback + text"
31,"SUPPRF43420",60,33,81,-3,1,63,80,84,"Pilot 6","Pilot 6: feedback + text"
32,"SUPPRF43420",62,35,62,5,-1,37,63,57,"Pilot 6","Pilot 6: feedback + text"
33,"SUPPRF43420",55,40,67,-12,-13,67,80,79,"Pilot 6","Pilot 6: feedback + text"
34,"SUPPRF43420",62,35,46,4,0,31,46,42,"Pilot 6","Pilot 6: feedback + text"
35,"SUPPRF43420",60,32,37,23,17,68,20,14,"Pilot 6","Pilot 6: feedback + text"
36,"SUPPRF43420",63,32,33,-10,-13,25,46,43,"Pilot 6","Pilot 6: feedback + text"
37,"SUPPRF43420",65,33,63,5,0,53,63,58,"Pilot 6","Pilot 6: feedback + text"
38,"SUPPRF43420",63,35,68,-8,-12,66,80,76,"Pilot 6","Pilot 6: feedback + text"
39,"SUPPRF43420",63,36,37,0,0,59,37,37,"Pilot 6","Pilot 6: feedback + text"
40,"SUPPRF43420",64,36,84,17,13,56,71,67,"Pilot 6","Pilot 6: feedback + text"
41,"SUPPRF43420",65,30,38,-2,1,67,37,40,"Pilot 6","Pilot 6: feedback + text"
42,"SUPPRF43420",65,35,45,7,-1,67,46,38,"Pilot 6","Pilot 6: feedback + text"
43,"SUPPRF43420",65,33,58,15,12,65,46,43,"Pilot 6","Pilot 6: feedback + text"
44,"SUPPRF43420",62,33,6,-7,-14,73,20,13,"Pilot 6","Pilot 6: feedback + text"
45,"SUPPRF43420",56,38,38,-17,-16,59,54,55,"Pilot 6","Pilot 6: feedback + text"
46,"SUPPRF43420",61,39,20,6,0,66,20,14,"Pilot 6","Pilot 6: feedback + text"
47,"SUPPRF43420",64,34,29,6,0,63,29,23,"Pilot 6","Pilot 6: feedback + text"
48,"SUPPRF43420",65,32,70,0,-1,61,71,70,"Pilot 6","Pilot 6: feedback + text"
1,"SUPPRF54374",99,0,28,7,-1,69,29,21,"Pilot 6","Pilot 6: feedback + text"
2,"SUPPRF54374",99,1,29,2,0,89,29,27,"Pilot 6","Pilot 6: feedback + text"
3,"SUPPRF54374",99,1,41,-14,-13,74,54,55,"Pilot 6","Pilot 6: feedback + text"
4,"SUPPRF54374",99,1,51,10,14,74,37,41,"Pilot 6","Pilot 6: feedback + text"
5,"SUPPRF54374",99,0,46,-11,0,81,46,57,"Pilot 6","Pilot 6: feedback + text"
6,"SUPPRF54374",99,0,56,-9,-15,82,71,65,"Pilot 6","Pilot 6: feedback + text"
7,"SUPPRF54374",100,2,47,-20,-16,84,63,67,"Pilot 6","Pilot 6: feedback + text"
8,"SUPPRF54374",100,1,54,1,0,78,54,53,"Pilot 6","Pilot 6: feedback + text"
9,"SUPPRF54374",100,1,46,18,17,83,29,28,"Pilot 6","Pilot 6: feedback + text"
10,"SUPPRF54374",85,1,24,-2,-13,81,37,26,"Pilot 6","Pilot 6: feedback + text"
11,"SUPPRF54374",82,1,71,-2,0,72,71,73,"Pilot 6","Pilot 6: feedback + text"
12,"SUPPRF54374",85,3,22,-2,-15,71,37,24,"Pilot 6","Pilot 6: feedback + text"
13,"SUPPRF54374",75,7,8,-43,-12,63,20,51,"Pilot 6","Pilot 6: feedback + text"
14,"SUPPRF54374",73,8,62,-10,-1,88,63,72,"Pilot 6","Pilot 6: feedback + text"
15,"SUPPRF54374",83,7,33,6,-13,76,46,27,"Pilot 6","Pilot 6: feedback + text"
16,"SUPPRF54374",79,7,34,23,-12,77,46,11,"Pilot 6","Pilot 6: feedback + text"
17,"SUPPRF54374",87,8,70,47,-1,60,71,23,"Pilot 6","Pilot 6: feedback + text"
18,"SUPPRF54374",88,12,45,-1,-1,73,46,46,"Pilot 6","Pilot 6: feedback + text"
19,"SUPPRF54374",83,9,6,-8,-14,89,20,14,"Pilot 6","Pilot 6: feedback + text"
20,"SUPPRF54374",82,8,16,3,-13,81,29,13,"Pilot 6","Pilot 6: feedback + text"
21,"SUPPRF54374",91,10,37,29,17,81,20,8,"Pilot 6","Pilot 6: feedback + text"
22,"SUPPRF54374",87,13,63,4,0,59,63,59,"Pilot 6","Pilot 6: feedback + text"
23,"SUPPRF54374",82,21,66,16,12,50,54,50,"Pilot 6","Pilot 6: feedback + text"
24,"SUPPRF54374",81,10,35,21,15,81,20,14,"Pilot 6","Pilot 6: feedback + text"
25,"SUPPRF54374",81,9,55,-2,1,80,54,57,"Pilot 6","Pilot 6: feedback + text"
26,"SUPPRF54374",89,4,97,23,17,75,80,74,"Pilot 6","Pilot 6: feedback + text"
27,"SUPPRF54374",86,8,78,10,15,68,63,68,"Pilot 6","Pilot 6: feedback + text"
28,"SUPPRF54374",82,12,48,27,19,73,29,21,"Pilot 6","Pilot 6: feedback + text"
29,"SUPPRF54374",76,10,49,29,12,81,37,20,"Pilot 6","Pilot 6: feedback + text"
30,"SUPPRF54374",84,12,58,32,12,77,46,26,"Pilot 6","Pilot 6: feedback + text"
31,"SUPPRF54374",77,13,50,-35,-13,73,63,85,"Pilot 6","Pilot 6: feedback + text"
32,"SUPPRF54374",79,8,15,-2,-14,66,29,17,"Pilot 6","Pilot 6: feedback + text"
33,"SUPPRF54374",81,83,20,7,0,90,20,13,"Pilot 6","Pilot 6: feedback + text"
34,"SUPPRF54374",72,28,19,11,-1,81,20,8,"Pilot 6","Pilot 6: feedback + text"
35,"SUPPRF54374",79,17,65,24,19,74,46,41,"Pilot 6","Pilot 6: feedback + text"
36,"SUPPRF54374",83,17,84,32,13,78,71,52,"Pilot 6","Pilot 6: feedback + text"
37,"SUPPRF54374",80,12,77,6,14,68,63,71,"Pilot 6","Pilot 6: feedback + text"
38,"SUPPRF54374",84,8,37,2,0,79,37,35,"Pilot 6","Pilot 6: feedback + text"
39,"SUPPRF54374",91,8,38,-16,-16,82,54,54,"Pilot 6","Pilot 6: feedback + text"
40,"SUPPRF54374",86,9,83,13,12,87,71,70,"Pilot 6","Pilot 6: feedback + text"
41,"SUPPRF54374",86,9,38,-3,1,82,37,41,"Pilot 6","Pilot 6: feedback + text"
42,"SUPPRF54374",85,12,81,3,1,81,80,78,"Pilot 6","Pilot 6: feedback + text"
43,"SUPPRF54374",92,9,68,-2,-12,78,80,70,"Pilot 6","Pilot 6: feedback + text"
44,"SUPPRF54374",82,11,67,-9,-13,85,80,76,"Pilot 6","Pilot 6: feedback + text"
45,"SUPPRF54374",81,13,55,-7,-16,71,71,62,"Pilot 6","Pilot 6: feedback + text"
46,"SUPPRF54374",84,12,80,21,0,66,80,59,"Pilot 6","Pilot 6: feedback + text"
47,"SUPPRF54374",86,11,68,15,14,72,54,53,"Pilot 6","Pilot 6: feedback + text"
48,"SUPPRF54374",79,16,96,29,16,81,80,67,"Pilot 6","Pilot 6: feedback + text"
1,"SUPPRF62013",88,4,45,-2,-1,76,46,47,"Pilot 6","Pilot 6: feedback + text"
2,"SUPPRF62013",86,9,55,-30,1,7,54,85,"Pilot 6","Pilot 6: feedback + text"
3,"SUPPRF62013",82,16,20,-2,0,89,20,22,"Pilot 6","Pilot 6: feedback + text"
4,"SUPPRF62013",76,14,58,27,12,98,46,31,"Pilot 6","Pilot 6: feedback + text"
5,"SUPPRF62013",80,3,19,-1,-1,57,20,20,"Pilot 6","Pilot 6: feedback + text"
6,"SUPPRF62013",56,18,37,35,17,97,20,2,"Pilot 6","Pilot 6: feedback + text"
7,"SUPPRF62013",78,12,54,-26,0,45,54,80,"Pilot 6","Pilot 6: feedback + text"
8,"SUPPRF62013",81,22,6,-29,-14,70,20,35,"Pilot 6","Pilot 6: feedback + text"
9,"SUPPRF62013",93,10,35,9,15,67,20,26,"Pilot 6","Pilot 6: feedback + text"
10,"SUPPRF62013",79,3,38,-37,-16,60,54,75,"Pilot 6","Pilot 6: feedback + text"
11,"SUPPRF62013",85,4,55,25,-16,40,71,30,"Pilot 6","Pilot 6: feedback + text"
12,"SUPPRF62013",77,15,24,5,-13,30,37,19,"Pilot 6","Pilot 6: feedback + text"
13,"SUPPRF62013",92,24,81,71,1,38,80,10,"Pilot 6","Pilot 6: feedback + text"
14,"SUPPRF62013",81,10,46,10,0,57,46,36,"Pilot 6","Pilot 6: feedback + text"
15,"SUPPRF62013",75,0,68,28,14,30,54,40,"Pilot 6","Pilot 6: feedback + text"
16,"SUPPRF62013",77,14,97,84,17,70,80,13,"Pilot 6","Pilot 6: feedback + text"
17,"SUPPRF62013",67,26,8,-17,-12,75,20,25,"Pilot 6","Pilot 6: feedback + text"
18,"SUPPRF62013",66,17,63,-4,0,40,63,67,"Pilot 6","Pilot 6: feedback + text"
19,"SUPPRF62013",92,19,56,16,-15,80,71,40,"Pilot 6","Pilot 6: feedback + text"
20,"SUPPRF62013",78,15,16,-14,-13,55,29,30,"Pilot 6","Pilot 6: feedback + text"
21,"SUPPRF62013",76,19,28,13,-1,32,29,15,"Pilot 6","Pilot 6: feedback + text"
22,"SUPPRF62013",80,9,47,12,-16,63,63,35,"Pilot 6","Pilot 6: feedback + text"
23,"SUPPRF62013",88,1,68,55,-12,32,80,13,"Pilot 6","Pilot 6: feedback + text"
24,"SUPPRF62013",78,1,51,19,14,25,37,32,"Pilot 6","Pilot 6: feedback + text"
25,"SUPPRF62013",91,15,48,6,19,56,29,42,"Pilot 6","Pilot 6: feedback + text"
26,"SUPPRF62013",29,71,77,75,14,75,63,2,"Pilot 6","Pilot 6: feedback + text"
27,"SUPPRF62013",73,11,41,-29,-13,38,54,70,"Pilot 6","Pilot 6: feedback + text"
28,"SUPPRF62013",82,2,46,-3,17,64,29,49,"Pilot 6","Pilot 6: feedback + text"
29,"SUPPRF62013",80,14,50,40,-13,33,63,10,"Pilot 6","Pilot 6: feedback + text"
30,"SUPPRF62013",83,8,29,-7,0,50,29,36,"Pilot 6","Pilot 6: feedback + text"
31,"SUPPRF62013",86,0,84,33,13,21,71,51,"Pilot 6","Pilot 6: feedback + text"
32,"SUPPRF62013",85,10,33,-7,-13,81,46,40,"Pilot 6","Pilot 6: feedback + text"
33,"SUPPRF62013",73,10,22,-53,-15,38,37,75,"Pilot 6","Pilot 6: feedback + text"
34,"SUPPRF62013",86,0,70,48,-1,78,71,22,"Pilot 6","Pilot 6: feedback + text"
35,"SUPPRF62013",93,6,96,61,16,64,80,35,"Pilot 6","Pilot 6: feedback + text"
36,"SUPPRF62013",68,6,34,12,-12,78,46,22,"Pilot 6","Pilot 6: feedback + text"
37,"SUPPRF62013",81,5,37,9,0,86,37,28,"Pilot 6","Pilot 6: feedback + text"
38,"SUPPRF62013",69,7,15,-50,-14,28,29,65,"Pilot 6","Pilot 6: feedback + text"
39,"SUPPRF62013",70,6,83,9,12,56,71,74,"Pilot 6","Pilot 6: feedback + text"
40,"SUPPRF62013",74,6,65,25,19,53,46,40,"Pilot 6","Pilot 6: feedback + text"
41,"SUPPRF62013",73,9,67,0,-13,87,80,67,"Pilot 6","Pilot 6: feedback + text"
42,"SUPPRF62013",80,2,62,20,-1,34,63,42,"Pilot 6","Pilot 6: feedback + text"
43,"SUPPRF62013",59,17,66,-9,12,22,54,75,"Pilot 6","Pilot 6: feedback + text"
44,"SUPPRF62013",73,14,71,-14,0,67,71,85,"Pilot 6","Pilot 6: feedback + text"
45,"SUPPRF62013",83,3,80,-10,0,24,80,90,"Pilot 6","Pilot 6: feedback + text"
46,"SUPPRF62013",37,67,49,37,12,4,37,12,"Pilot 6","Pilot 6: feedback + text"
47,"SUPPRF62013",69,30,38,-22,1,37,37,60,"Pilot 6","Pilot 6: feedback + text"
48,"SUPPRF62013",76,5,78,34,15,64,63,44,"Pilot 6","Pilot 6: feedback + text"
1,"SUPPRF96180",79,36,58,21,12,77,46,37,"Pilot 6","Pilot 6: feedback + text"
2,"SUPPRF96180",87,24,80,9,0,82,80,71,"Pilot 6","Pilot 6: feedback + text"
3,"SUPPRF96180",78,31,38,-7,1,88,37,45,"Pilot 6","Pilot 6: feedback + text"
4,"SUPPRF96180",81,26,54,14,0,89,54,40,"Pilot 6","Pilot 6: feedback + text"
5,"SUPPRF96180",63,51,15,-25,-14,71,29,40,"Pilot 6","Pilot 6: feedback + text"
6,"SUPPRF96180",73,36,51,11,14,70,37,40,"Pilot 6","Pilot 6: feedback + text"
7,"SUPPRF96180",71,32,37,22,17,53,20,15,"Pilot 6","Pilot 6: feedback + text"
8,"SUPPRF96180",71,19,97,7,17,93,80,90,"Pilot 6","Pilot 6: feedback + text"
9,"SUPPRF96180",74,17,48,18,19,30,29,30,"Pilot 6","Pilot 6: feedback + text"
10,"SUPPRF96180",76,42,8,-2,-12,60,20,10,"Pilot 6","Pilot 6: feedback + text"
11,"SUPPRF96180",83,28,20,-5,0,70,20,25,"Pilot 6","Pilot 6: feedback + text"
12,"SUPPRF96180",83,35,41,-19,-13,65,54,60,"Pilot 6","Pilot 6: feedback + text"
13,"SUPPRF96180",57,49,67,-18,-13,80,80,85,"Pilot 6","Pilot 6: feedback + text"
14,"SUPPRF96180",59,54,28,-17,-1,42,29,45,"Pilot 6","Pilot 6: feedback + text"
15,"SUPPRF96180",77,32,81,-4,1,80,80,85,"Pilot 6","Pilot 6: feedback + text"
16,"SUPPRF96180",76,21,77,7,14,70,63,70,"Pilot 6","Pilot 6: feedback + text"
17,"SUPPRF96180",68,34,56,-14,-15,85,71,70,"Pilot 6","Pilot 6: feedback + text"
18,"SUPPRF96180",82,21,22,-3,-15,65,37,25,"Pilot 6","Pilot 6: feedback + text"
19,"SUPPRF96180",72,20,6,-24,-14,20,20,30,"Pilot 6","Pilot 6: feedback + text"
20,"SUPPRF96180",82,13,46,-9,0,40,46,55,"Pilot 6","Pilot 6: feedback + text"
21,"SUPPRF96180",78,15,65,25,19,75,46,40,"Pilot 6","Pilot 6: feedback + text"
22,"SUPPRF96180",83,21,83,13,12,60,71,70,"Pilot 6","Pilot 6: feedback + text"
23,"SUPPRF96180",86,12,49,14,12,40,37,35,"Pilot 6","Pilot 6: feedback + text"
24,"SUPPRF96180",86,5,34,-6,-12,10,46,40,"Pilot 6","Pilot 6: feedback + text"
25,"SUPPRF96180",92,13,70,0,-1,80,71,70,"Pilot 6","Pilot 6: feedback + text"
26,"SUPPRF96180",74,28,47,-18,-16,90,63,65,"Pilot 6","Pilot 6: feedback + text"
27,"SUPPRF96180",83,18,37,-13,0,30,37,50,"Pilot 6","Pilot 6: feedback + text"
28,"SUPPRF96180",84,9,50,-15,-13,35,63,65,"Pilot 6","Pilot 6: feedback + text"
29,"SUPPRF96180",82,19,62,22,-1,50,63,40,"Pilot 6","Pilot 6: feedback + text"
30,"SUPPRF96180",95,8,35,10,15,80,20,25,"Pilot 6","Pilot 6: feedback + text"
31,"SUPPRF96180",79,19,71,6,0,30,71,65,"Pilot 6","Pilot 6: feedback + text"
32,"SUPPRF96180",91,20,46,-9,17,10,29,55,"Pilot 6","Pilot 6: feedback + text"
33,"SUPPRF96180",91,10,55,5,1,75,54,50,"Pilot 6","Pilot 6: feedback + text"
34,"SUPPRF96180",72,28,55,-10,-16,30,71,65,"Pilot 6","Pilot 6: feedback + text"
35,"SUPPRF96180",82,24,16,-14,-13,80,29,30,"Pilot 6","Pilot 6: feedback + text"
36,"SUPPRF96180",93,14,96,36,16,40,80,60,"Pilot 6","Pilot 6: feedback + text"
37,"SUPPRF96180",76,24,78,23,15,5,63,55,"Pilot 6","Pilot 6: feedback + text"
38,"SUPPRF96180",66,30,38,-12,-16,70,54,50,"Pilot 6","Pilot 6: feedback + text"
39,"SUPPRF96180",85,20,33,-12,-13,40,46,45,"Pilot 6","Pilot 6: feedback + text"
40,"SUPPRF96180",94,11,84,14,13,75,71,70,"Pilot 6","Pilot 6: feedback + text"
41,"SUPPRF96180",87,31,68,28,14,15,54,40,"Pilot 6","Pilot 6: feedback + text"
42,"SUPPRF96180",76,37,63,23,0,80,63,40,"Pilot 6","Pilot 6: feedback + text"
43,"SUPPRF96180",96,19,66,16,12,60,54,50,"Pilot 6","Pilot 6: feedback + text"
44,"SUPPRF96180",87,24,45,5,-1,20,46,40,"Pilot 6","Pilot 6: feedback + text"
45,"SUPPRF96180",73,41,29,-31,0,10,29,60,"Pilot 6","Pilot 6: feedback + text"
46,"SUPPRF96180",54,42,68,-12,-12,90,80,80,"Pilot 6","Pilot 6: feedback + text"
47,"SUPPRF96180",66,34,19,-6,-1,70,20,25,"Pilot 6","Pilot 6: feedback + text"
48,"SUPPRF96180",42,71,24,-26,-13,10,37,50,"Pilot 6","Pilot 6: feedback + text"
1,"SUPPRF30203",52,51,22,-11,-15,66,37,33,"Pilot 6","Pilot 6: feedback + text"
2,"SUPPRF30203",47,50,16,-28,-13,40,29,44,"Pilot 6","Pilot 6: feedback + text"
3,"SUPPRF30203",50,47,28,6,-1,53,29,22,"Pilot 6","Pilot 6: feedback + text"
4,"SUPPRF30203",35,38,6,-30,-14,40,20,36,"Pilot 6","Pilot 6: feedback + text"
5,"SUPPRF30203",45,49,46,30,17,28,29,16,"Pilot 6","Pilot 6: feedback + text"
6,"SUPPRF30203",43,49,71,2,0,59,71,69,"Pilot 6","Pilot 6: feedback + text"
7,"SUPPRF30203",49,51,83,21,12,70,71,62,"Pilot 6","Pilot 6: feedback + text"
8,"SUPPRF30203",47,47,55,14,1,41,54,41,"Pilot 6","Pilot 6: feedback + text"
9,"SUPPRF30203",48,48,45,-13,-1,53,46,58,"Pilot 6","Pilot 6: feedback + text"
10,"SUPPRF30203",60,52,81,28,1,64,80,53,"Pilot 6","Pilot 6: feedback + text"
11,"SUPPRF30203",48,33,29,-36,0,49,29,65,"Pilot 6","Pilot 6: feedback + text"
12,"SUPPRF30203",50,46,37,2,0,33,37,35,"Pilot 6","Pilot 6: feedback + text"
13,"SUPPRF30203",32,40,24,-19,-13,47,37,43,"Pilot 6","Pilot 6: feedback + text"
14,"SUPPRF30203",43,45,38,-11,-16,47,54,49,"Pilot 6","Pilot 6: feedback + text"
15,"SUPPRF30203",46,47,58,39,12,77,46,19,"Pilot 6","Pilot 6: feedback + text"
16,"SUPPRF30203",51,47,35,24,15,42,20,11,"Pilot 6","Pilot 6: feedback + text"
17,"SUPPRF30203",57,60,96,51,16,43,80,45,"Pilot 6","Pilot 6: feedback + text"
18,"SUPPRF30203",55,54,49,-18,12,0,37,67,"Pilot 6","Pilot 6: feedback + text"
19,"SUPPRF30203",44,45,38,-6,1,55,37,44,"Pilot 6","Pilot 6: feedback + text"
20,"SUPPRF30203",40,40,66,16,12,70,54,50,"Pilot 6","Pilot 6: feedback + text"
21,"SUPPRF30203",18,53,19,-43,-1,59,20,62,"Pilot 6","Pilot 6: feedback + text"
22,"SUPPRF30203",57,72,50,-6,-13,53,63,56,"Pilot 6","Pilot 6: feedback + text"
23,"SUPPRF30203",52,46,51,-4,14,49,37,55,"Pilot 6","Pilot 6: feedback + text"
24,"SUPPRF30203",44,45,20,8,0,22,20,12,"Pilot 6","Pilot 6: feedback + text"
25,"SUPPRF30203",44,31,8,-8,-12,38,20,16,"Pilot 6","Pilot 6: feedback + text"
26,"SUPPRF30203",64,53,62,7,-1,46,63,55,"Pilot 6","Pilot 6: feedback + text"
27,"SUPPRF30203",48,47,48,-1,19,58,29,49,"Pilot 6","Pilot 6: feedback + text"
28,"SUPPRF30203",48,53,55,13,-16,43,71,42,"Pilot 6","Pilot 6: feedback + text"
29,"SUPPRF30203",57,44,63,13,0,53,63,50,"Pilot 6","Pilot 6: feedback + text"
30,"SUPPRF30203",43,37,41,-19,-13,48,54,60,"Pilot 6","Pilot 6: feedback + text"
31,"SUPPRF30203",48,44,67,20,-13,39,80,47,"Pilot 6","Pilot 6: feedback + text"
32,"SUPPRF30203",56,67,70,11,-1,59,71,59,"Pilot 6","Pilot 6: feedback + text"
33,"SUPPRF30203",53,55,54,0,0,50,54,54,"Pilot 6","Pilot 6: feedback + text"
34,"SUPPRF30203",50,44,34,-18,-12,55,46,52,"Pilot 6","Pilot 6: feedback + text"
35,"SUPPRF30203",51,47,68,12,-12,59,80,56,"Pilot 6","Pilot 6: feedback + text"
36,"SUPPRF30203",51,56,68,26,14,47,54,42,"Pilot 6","Pilot 6: feedback + text"
37,"SUPPRF30203",48,42,33,-12,-13,50,46,45,"Pilot 6","Pilot 6: feedback + text"
38,"SUPPRF30203",39,38,15,-4,-14,22,29,19,"Pilot 6","Pilot 6: feedback + text"
39,"SUPPRF30203",43,47,47,-2,-16,42,63,49,"Pilot 6","Pilot 6: feedback + text"
40,"SUPPRF30203",55,41,56,20,-15,46,71,36,"Pilot 6","Pilot 6: feedback + text"
41,"SUPPRF30203",42,44,77,35,14,47,63,42,"Pilot 6","Pilot 6: feedback + text"
42,"SUPPRF30203",44,47,46,-5,0,45,46,51,"Pilot 6","Pilot 6: feedback + text"
43,"SUPPRF30203",45,51,78,37,15,47,63,41,"Pilot 6","Pilot 6: feedback + text"
44,"SUPPRF30203",75,52,37,24,17,23,20,13,"Pilot 6","Pilot 6: feedback + text"
45,"SUPPRF30203",54,47,65,18,19,52,46,47,"Pilot 6","Pilot 6: feedback + text"
46,"SUPPRF30203",38,21,97,69,17,43,80,28,"Pilot 6","Pilot 6: feedback + text"
47,"SUPPRF30203",46,54,84,22,13,58,71,62,"Pilot 6","Pilot 6: feedback + text"
48,"SUPPRF30203",53,47,80,-2,0,63,80,82,"Pilot 6","Pilot 6: feedback + text"
1,"SUPPRF16716",1,56,96,13,16,54,80,83,"Pilot 6","Pilot 6: feedback + text"
2,"SUPPRF16716",1,54,24,-6,-13,44,37,30,"Pilot 6","Pilot 6: feedback + text"
3,"SUPPRF16716",1,47,8,-7,-12,41,20,15,"Pilot 6","Pilot 6: feedback + text"
4,"SUPPRF16716",1,47,78,3,15,56,63,75,"Pilot 6","Pilot 6: feedback + text"
5,"SUPPRF16716",2,42,58,8,12,57,46,50,"Pilot 6","Pilot 6: feedback + text"
6,"SUPPRF16716",1,42,66,14,12,64,54,52,"Pilot 6","Pilot 6: feedback + text"
7,"SUPPRF16716",1,55,67,-22,-13,72,80,89,"Pilot 6","Pilot 6: feedback + text"
8,"SUPPRF16716",2,47,77,25,14,59,63,52,"Pilot 6","Pilot 6: feedback + text"
9,"SUPPRF16716",1,36,62,4,-1,38,63,58,"Pilot 6","Pilot 6: feedback + text"
10,"SUPPRF16716",0,28,19,3,-1,66,20,16,"Pilot 6","Pilot 6: feedback + text"
11,"SUPPRF16716",0,37,29,-1,0,58,29,30,"Pilot 6","Pilot 6: feedback + text"
12,"SUPPRF16716",2,37,63,-7,0,45,63,70,"Pilot 6","Pilot 6: feedback + text"
13,"SUPPRF16716",1,40,20,1,0,55,20,19,"Pilot 6","Pilot 6: feedback + text"
14,"SUPPRF16716",1,21,68,3,14,72,54,65,"Pilot 6","Pilot 6: feedback + text"
15,"SUPPRF16716",0,35,28,-2,-1,55,29,30,"Pilot 6","Pilot 6: feedback + text"
16,"SUPPRF16716",0,38,33,-7,-13,63,46,40,"Pilot 6","Pilot 6: feedback + text"
17,"SUPPRF16716",0,26,46,14,17,56,29,32,"Pilot 6","Pilot 6: feedback + text"
